City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
210,Torbay,CA,2022-05-07 18:51:51,47.6666,-52.7314,43.88,63,75,17.27
211,Jiehu,CN,2022-05-07 18:51:52,35.5428,118.455,48.94,34,26,4.16
212,Sorong,ID,2022-05-07 18:51:52,-0.8833,131.25,79.9,84,14,3.85
213,Gazojak,TM,2022-05-07 18:51:53,41.1875,61.4036,80.91,38,6,15.12
214,Gbongan,NG,2022-05-07 18:51:53,7.4667,4.35,76.5,89,83,3.31
215,Luderitz,NA,2022-05-07 18:51:54,-26.6481,15.1594,58.14,68,0,22.93
216,Darhan,MN,2022-05-07 18:51:54,49.4867,105.9228,44.56,65,3,7.54
217,Ploemeur,FR,2022-05-07 18:51:55,47.7333,-3.4333,64.49,63,0,13.8
218,Olga,RU,2022-05-07 18:51:55,43.7444,135.2892,43.95,58,2,11.48
219,Santa Maria Da Vitoria,BR,2022-05-07 18:51:56,-13.3947,-44.1886,92.84,28,79,9.01
220,Steenwijk,NL,2022-05-07 18:49:16,52.7875,6.1208,56.12,73,15,5.01
221,Tanout,NE,2022-05-07 18:51:56,14.9709,8.8879,93.81,19,43,2.04
222,Guerrero Negro,MX,2022-05-07 18:51:57,27.9769,-114.0611,68.85,59,11,14.12
223,Saint Anthony,US,2022-05-07 18:51:57,45.0205,-93.218,74.03,31,0,19.57
224,Shagonar,RU,2022-05-07 18:51:58,51.5333,92.8,48.16,74,100,5.57
225,Carutapera,BR,2022-05-07 18:51:58,-1.195,-46.02,79.25,89,96,4.99
226,Ulagan,RU,2022-05-07 18:51:59,50.6321,87.9563,44.13,88,100,5.57
227,Zhaotong,CN,2022-05-07 18:52:00,27.3167,103.7167,59.34,84,99,2.98
228,Mayo,US,2022-05-07 18:52:00,38.8876,-76.5119,52.21,93,100,10.0
229,Sorland,NO,2022-05-07 18:52:01,67.667,12.6934,37.65,56,99,24.56
230,Nuevo Progreso,MX,2022-05-07 18:52:01,23.1667,-97.95,95.54,62,10,8.99
231,Along,IN,2022-05-07 18:52:02,28.1667,94.7667,68.43,96,23,2.33
232,Praia,CV,2022-05-07 18:52:02,14.9215,-23.5087,81.14,54,20,19.57
233,Port Hueneme,US,2022-05-07 18:52:03,34.1478,-119.1951,82.06,71,0,10.36
234,Vinh,VN,2022-05-07 18:52:03,18.6667,105.6667,75.34,94,100,2.86
235,Mpongwe,ZM,2022-05-07 18:52:04,-13.5091,28.155,68.07,64,85,4.34
236,Krasnyy,RU,2022-05-07 18:52:04,54.5678,31.4333,50.77,82,98,11.43
237,Florianopolis,BR,2022-05-07 18:52:05,-27.6146,-48.5012,70.83,52,0,5.75
238,Daru,PG,2022-05-07 18:52:05,-9.0763,143.2092,79.65,90,97,11.97
239,Shache,CN,2022-05-07 18:52:06,38.4167,77.2406,69.98,33,17,5.19
240,Kavaratti,IN,2022-05-07 18:52:07,10.5669,72.642,84.76,71,50,10.51
241,Champerico,GT,2022-05-07 18:52:07,14.3,-91.9167,93.74,68,100,8.55
242,Avarua,CK,2022-05-07 18:52:08,-21.2078,-159.775,77.05,88,40,0.0
243,Bethel,US,2022-05-07 18:48:45,41.3712,-73.414,55.02,55,100,12.66
244,Youkounkoun,GN,2022-05-07 18:52:09,12.5333,-13.1333,101.05,17,15,1.9
245,Bredasdorp,ZA,2022-05-07 18:52:10,-34.5322,20.0403,56.1,85,52,2.93
246,Berlevag,NO,2022-05-07 18:52:10,70.8578,29.0864,37.35,81,100,29.93
247,Grand Gaube,MU,2022-05-07 18:52:11,-20.0064,57.6608,77.38,72,11,4.0
248,Juan Lacaze,UY,2022-05-07 18:52:11,-34.4342,-57.4381,74.12,71,76,1.45
249,Posse,BR,2022-05-07 18:52:11,-14.0931,-46.3694,82.62,46,86,6.67
250,Prince Rupert,CA,2022-05-07 18:52:12,54.3161,-130.3201,49.69,75,75,4.61
251,Abu Kamal,SY,2022-05-07 18:52:13,34.4506,40.9171,68.5,32,5,7.76
252,Rawson,AR,2022-05-07 18:48:32,-43.3002,-65.1023,77.49,29,26,12.93
253,Sept-Iles,CA,2022-05-07 18:50:07,50.2001,-66.3821,46.06,52,0,11.99
254,Jalu,LY,2022-05-07 18:52:13,29.0331,21.5482,79.65,27,96,11.36
255,Novyy Urengoy,RU,2022-05-07 18:52:14,66.0833,76.6333,2.61,98,55,6.55
256,Tomatlan,MX,2022-05-07 18:52:15,19.9333,-105.25,89.69,42,0,12.46
257,Yulara,AU,2022-05-07 18:52:15,-25.2406,130.9889,48.04,49,0,8.05
258,Lebu,CL,2022-05-07 18:52:16,-37.6167,-73.65,58.24,74,5,7.99
259,Ariano Irpino,IT,2022-05-07 18:52:16,41.1489,15.0833,50.11,81,100,17.27
260,Necochea,AR,2022-05-07 18:52:17,-38.5473,-58.7368,72.36,47,96,13.91
261,Beloha,MG,2022-05-07 18:50:17,-25.1667,45.05,68.9,89,2,3.6
262,Baghdad,IQ,2022-05-07 18:47:54,33.3406,44.4009,71.51,35,0,3.44
263,Manono,CD,2022-05-07 18:52:17,-7.3,27.4167,71.96,86,88,4.29
264,Bud,US,2022-05-07 18:52:18,39.447,-86.1758,67.86,53,100,13.44
265,Taoudenni,ML,2022-05-07 18:52:18,22.6783,-3.9836,93.22,9,0,9.86
266,Elizabeth City,US,2022-05-07 18:52:19,36.2946,-76.2511,75.22,69,75,9.22
267,San Patricio,US,2022-05-07 18:49:41,28.017,-97.5169,96.08,37,0,13.8
268,Lompoc,US,2022-05-07 18:52:19,34.6391,-120.4579,77.68,69,0,23.02
269,Sao Gotardo,BR,2022-05-07 18:52:20,-19.3111,-46.0489,82.62,54,100,6.55
270,Narsaq,GL,2022-05-07 18:52:20,60.9167,-46.05,44.65,74,100,2.68
271,Banda Aceh,ID,2022-05-07 18:52:21,5.5577,95.3222,79.74,81,100,9.28
272,Ahipara,NZ,2022-05-07 18:52:21,-35.1667,173.1667,55.44,87,6,3.74
273,Bairiki,KI,2022-05-07 18:52:22,1.3292,172.9752,80.6,83,40,14.97
274,Los Llanos De Aridane,ES,2022-05-07 18:52:23,28.6585,-17.9182,69.12,78,20,12.66
275,Zhanakorgan,KZ,2022-05-07 18:52:23,43.9098,67.2495,78.64,30,65,22.15
276,Bac Lieu,VN,2022-05-07 18:52:23,9.285,105.7244,82.11,79,73,11.81
277,Mocuba,MZ,2022-05-07 18:52:24,-16.8392,36.9856,66.78,97,7,2.62
278,Karaton,ID,2022-05-07 18:52:25,-6.3424,106.1045,74.32,95,100,4.36
279,Bambous Virieux,MU,2022-05-07 18:48:20,-20.3428,57.7575,77.22,88,40,9.22
280,San Isidro,PE,2022-05-07 18:52:25,-12.1167,-77.05,74.79,60,0,11.5
281,Boende,CD,2022-05-07 18:52:26,-0.2167,20.8667,74.59,83,42,3.69
282,Vila Franca Do Campo,PT,2022-05-07 18:52:26,37.7167,-25.4333,66.61,90,96,1.34
283,Mapiripan,CO,2022-05-07 18:52:27,2.8892,-72.1256,72.28,98,100,3.8
284,Port Blair,IN,2022-05-07 18:52:27,11.6667,92.75,84.24,79,75,9.22
285,Souillac,MU,2022-05-07 18:52:28,-20.5167,57.5167,75.58,88,40,9.22
286,Kahului,US,2022-05-07 18:52:28,20.8947,-156.47,74.84,80,20,13.8
287,Noumea,NC,2022-05-07 18:50:40,-22.2763,166.4572,75.0,99,97,9.37
288,Manado,ID,2022-05-07 18:52:29,1.487,124.8455,77.77,100,40,1.14
289,Taltal,CL,2022-05-07 18:48:14,-25.4,-70.4833,61.74,81,65,4.09
290,Samfya,ZM,2022-05-07 18:52:30,-11.3649,29.5565,71.35,62,100,5.28
291,Kaitangata,NZ,2022-05-07 18:52:30,-46.2817,169.8464,54.0,92,100,2.84
292,Jieshi,CN,2022-05-07 18:52:30,22.8134,115.8257,75.94,81,100,7.76
293,Sindor,RU,2022-05-07 18:52:31,62.8629,51.8905,46.09,81,80,6.4
